장소,자동차정비업체종류,도로명주소,위도,경도,전화번호
쌍용자동차각화서비스프라자,3,광주광역시 북구 각화대로 53(각화동),35.18077704,126.9366244,062-524-2826
썬카클리닉,3,광주광역시 북구 서하로 285(오치동),35.18715864,126.9117237,062-513-1812
아시아2급자동차정비공업사,2,"광주광역시 북구 무등로137번길 22-5, 17(신안동)",35.16818071,126.8996262,062-525-2229
아우토랩,3,광주광역시 북구 하서로241번길48(양산동),35.197568,126.875531,062-572-7784
아이엠모터스,3,광주광역시 북구 하서로 570-6(본촌동),35.22433168,126.8828325,062-526-4253
아천자동차공업사㈜,2,광주광역시 북구 북문대로 25(운암동),35.17410004,126.8823215,062-262-2401
안전카서비스,3,광주광역시 북구 용주로 46(용봉동),35.18227979,126.9028958,062-523-0727
안전카서비스,3,광주광역시 북구 자산로 97(신안동),35.16694805,126.9021976,062-572-0605
알파자동차공업사,3,광주광역시 북구 버들로 6(북동),35.15774165,126.9078196,062-572-4982
알파카정비,3,광주광역시 북구 우치로275번길 38(오치동),35.18950261,126.9033382,062-572-5719
애니카랜드양산점,3,광주광역시 북구 양산택지로 137(본촌동),35.21690465,126.879894,062-572-3592
애니카랜드중흥점,3,광주광역시 북구 경열로 258(중흥동),35.16224129,126.9082533,062-430-3100
양산자동차서비스,2,광주광역시 북구 하서로322번길 24-7(양산동),35.20632978,126.8753118,062-269-8643
양산카클리닉,3,광주광역시 북구 연양로 48(양산동),35.20624554,126.8726602,062-381-1113
양지카센타,3,광주광역시 북구 연양로 78(양산동),35.20652507,126.8758872,
어울림카센타,3,광주광역시 북구 금남로 25(임동),35.15963279,126.8991143,062-262-5551
에이원오토,3,광주광역시 북구 천지인로 113(오치동),35.18409748,126.9111383,062-515-8272
에이젯모터스,3,광주광역시 북구 참판로 73(두암동),35.16469745,126.9319729,062-527-2355
엔젤카센타,3,광주광역시 북구 용주로 32(용봉동),35.18174061,126.9015732,062-512-9639
엔진마을북구점,3,광주광역시 북구 서하로 268(오치동),35.18686127,126.9098629,062-269-0120
엘.에이.모터스,3,광주광역시 북구 독립로367번길 12(중흥동),35.16353747,126.9146965,062-522-1524
엘림카서비스,3,광주광역시 북구 무등로 252(중흥동),35.16349605,126.9107552,062-522-2239
엘피지카,3,광주광역시 북구 중흥로 131(중흥동),35.1626298,126.9085152,
영수카센타,3,광주광역시 북구 평교로6번길 19(우산동),35.1778008,126.9254532,062-526-5255
영진자동차공업사,3,광주광역시 북구 반룡로 15-1(용봉동),35.17937364,126.8997986,062-525-1737
영진카텍공업사,3,광주광역시 북구 자산로 52(신안동),35.16788519,126.8972955,062-524-0014
오일카서비스,3,광주광역시 북구 서하로 451(문흥동),35.18228595,126.928449,062-267-8741
오정공업사,3,광주광역시 북구 신임로31번길 32(신안동),35.16691357,126.8969251,062-952-3677
오정모터스,3,광주광역시 북구 서림로81번길 25(임동),35.16539037,126.8967221,
오정밋션,3,광주광역시 북구 설죽로251번길 42-8(용봉동),35.18250174,126.8964169,062-511-0837
오치카센터,3,광주광역시 북구 우치로 255(오치동),35.18766921,126.9049858,062-512-0049
오토마트공업사,1,광주광역시 북구 하서로 648(지야동),35.23028611,126.8866489,062-250-8086
오토맥스부분정비,3,광주광역시 북구 자동차로 10(임동),35.16032019,126.9003377,
오토뱅크부분정비업소,3,광주광역시 북구 설죽로 264(용봉동),35.18314241,126.8989621,062-571-0189
오토오아시스 클릭점,3,"광주광역시 북구 하남대로 743, 104동(운암동)",35.17204575,126.8740756,062-573-1210
오토오아시스 홈플러스 동광주점,3,"광주광역시 북구 동문대로 200, 3층(두암동)",35.17934165,126.9304166,062-575-2089
오토오아시스양산점,3,광주광역시 북구 연양로67번길 35(양산동),35.20984224,126.8753756,062-571-0737
오토오아시스일곡점,3,광주광역시 북구 일곡택지로 79(일곡동),35.20886047,126.8941125,
오토카정비코너,3,광주광역시 북구 양일로 51-3(연제동),35.19824447,126.8703348,062-523-5513
용두자동차공업사,2,광주광역시 북구 하서로 419(용두동),35.21224911,126.8738906,062-511-4100
용두카공업사,3,광주광역시 북구 용두택지로 38(용두동),35.214237,126.8774545,062-526-7740
용봉자동차공업사,3,광주광역시 북구 용주로 62(용봉동),35.18292842,126.9045014,
용봉점 기아오토큐,3,광주광역시 북구 비엔날레로 192(용봉동),35.18283368,126.8980723,062-263-3656
용주카크리닉,3,광주광역시 북구 고운로 5(용봉동),35.18205737,126.8991829,062-521-2450
우리모터스,3,광주광역시 북구 삼소로 181(대촌동),35.23602469,126.854573,062-262-9971
우리자동차정비,2,광주광역시 북구 동문대로 214(각화동),35.18112609,126.9307741,062-524-1379
우리카센타,3,광주광역시 북구 서하로 307-1(오치동),35.1871346,126.9142694,062-261-9420
우산카크리닉,3,광주광역시 북구 서양로 126(중흥동),35.16794436,126.9145343,062-382-2279
우산카클리닉,3,광주광역시 북구 우치로 160(용봉동),35.18155439,126.9115006,062-523-3858
우영자동차공업사,3,광주광역시 북구 문산로74번길 38(문흥동),35.18675645,126.9267156,062-526-3297
우정자동차공업사,3,광주광역시 북구 문화소통로 264(우산동),35.18116138,126.9226698,
운암점현대자동차,3,광주광역시 북구 북문대로 177(운암동),35.1840712,126.8707352,
운암카센타,3,광주광역시 북구 북문대로 160(운암동),35.18295642,126.872289,062-523-1020
원카부분정비공업사,3,광주광역시 북구 경양로 104-21(임동),35.16192595,126.902646,062-261-3332
월드카서비스,3,광주광역시 북구 우치로264번길 10(오치동),35.18815023,126.9059878,062-522-6096
월드카센타,3,광주광역시 북구 금남로 1(임동),35.16050701,126.8965347,062-511-2258
월드카센타,3,광주광역시 북구 양산로 77(양산동),35.20997307,126.8828209,
유)문화자동차공업사,2,광주광역시 북구 동문대로 294-7(각화동),35.18780875,126.9351958,
유동밧데리,3,광주광역시 북구 버들로 17(유동),35.1580619,126.9090046,062-523-8599
유동카센타,3,광주광역시 북구 금재로 15-1(유동),35.15796195,126.9054963,062-511-0097
유로모터스,3,광주광역시 북구 무등로 116(신안동),35.16726619,126.8967211,062-262-6785
유성자동차공업사,1,"광주광역시 북구 우치로 585-12, 106동(일곡동)",35.21688526,126.901882,062-523-4972
유신카정비센타,3,광주광역시 북구 제봉로324번길 12(중흥동),35.1630443,126.9102878,
유진상사,3,광주광역시 북구 서림로 81(임동),35.16424239,126.8965988,062-526-2266
유황카센타,3,광주광역시 북구 우치로 275-1(오치동),35.1895414,126.9053113,062-527-8297
으뜸카센타,3,광주광역시 북구 서암대로 128-1(신안동),35.16991448,126.8983343,062-262-4020
은혜카센타,3,광주광역시 북구 우치로 383번길 7(삼각동),35.19856677,126.9026081,
이레카센타,3,광주광역시 북구 연양로7번길 36(연제동),35.20789456,126.8682721,062-524-9420
이륙자동차공업사,3,광주광역시 북구 어매마을길 15(매곡동),35.19047429,126.8948145,062-511-1555
이정카센타,3,광주광역시 북구 군왕로130번길 2(두암동),35.1726601,126.9330384,062-574-6060
이카루스,3,광주광역시 북구 동운로 98-13(동림동),35.17431772,126.8635096,062-573-8572
이한모터스㈜,1,광주광역시 북구 서암대로143번길 20(신안동),35.17121546,126.9007878,062-515-1010
인우자동차써비스,3,광주광역시 북구 동운로 180-1(운암동),35.17320018,126.8700372,062-575-8504
인치업매니아,3,광주광역시 북구 서암대로 24(운암동),35.17246697,126.8873596,062-268-8772
일곡자동차정비,1,광주광역시 북구 설죽로 623(일곡동),35.21526472,126.8976397,062-575-0739
일곡점기아오토큐,3,광주광역시 북구 설죽로471번길 9(삼각동),35.20081596,126.8983907,
일곡점현대자동차,3,광주광역시 북구 일곡택지로 69-1(일곡동),35.20802921,126.8940701,
일급카센터,3,광주광역시 북구 문산로74번길 39(문흥동),35.18701659,126.927023,062-525-5887
일동자동차정비,3,광주광역시 북구 일곡택지로53번길 26(일곡동),35.20655156,126.8926697,062-261-2036
일등자동차공업사,3,광주광역시 북구 중가로 91-21(중흥동),35.15918156,126.9100912,062-521-5845
일등카센타,3,광주광역시 북구 용주로 72(용봉동),35.18326483,126.9054522,
일주카크리닉,3,광주광역시 북구 하서로 570-6(본촌동),35.22433168,126.8828325,062-522-0286
일진카센타,3,광주광역시 북구 자산로 39(신안동),35.16844497,126.8960694,062-575-7186
자동차나라,3,광주광역시 북구 설죽로202번길 42(용봉동),35.17711884,126.899847,062-529-8461
자모자동차부분정비공업사,3,광주광역시 북구 우치로 7(중흥동),35.1683836,126.9101749,062-574-0020
장성카센타,3,광주광역시 북구 비엔날레로 183(용봉동),35.18321478,126.8973406,062-529-2002
재석자동차공업사,3,광주광역시 북구 무등로 155(신안동),35.16672012,126.9010134,062-523-7028
재홍상사,3,광주광역시 북구 중흥로 69(신안동),35.1643485,126.9020551,062-267-8090
전국택시복지정비센타,3,광주광역시 북구 양산택지로 139(본촌동),35.21697106,126.8797829,062-527-5676
전남보링공업사,4,광주광역시 북구 경양로183번길 33(중흥동),35.16141928,126.911559,062-526-8886
전방오토㈜,3,광주광역시 북구 경양로 9(임동),35.16150476,126.893349,062-268-4626
전일카,3,광주광역시 북구 군왕로 98-1(두암동),35.16999948,126.9328827,062-251-3960
전일카세차장,3,"광주광역시 북구 용주로30번길 36, 118동(용봉동)",35.18067262,126.902832,062-522-6517
전조종합카센타,3,광주광역시 북구 문산로74번길 35(문흥동),35.18712193,126.9268284,062-529-0852
정나누미공업사,3,광주광역시 북구 용봉로 104(중흥동),35.17228774,126.9080162,062-529-0852
정상카센타,3,광주광역시 북구 대천로169번길 8-7(문흥동),35.18971742,126.9224068,062-266-2951
정훈카서비스센타,3,광주광역시 북구 서암대로 94(신안동),35.17098918,126.8947634,
정희카센타,3,광주광역시 북구 하서로 570-6(본촌동),35.22433168,126.8828325,062-529-7224
정희카클리닉,3,광주광역시 북구 하서로 535(본촌동),35.22187295,126.8802205,062-266-8063
제일캠바부분,3,광주광역시 북구 신촌로23번길 35(오치동),35.189134,126.9102829,062-264-6843
조합카센타,3,광주광역시 북구 하서로 575(본촌동),35.2250126,126.8820376,062-571-4575
종금부분정비공업사,3,광주광역시 북구 신임로 14(임동),35.16483324,126.8982119,062-971-0243
종남부분경정비,3,광주광역시 북구 송월로39번길 11(오치동),35.18735242,126.912578,062-515-0997
종합카서비스,3,광주광역시 북구 신촌로23번길 23(오치동),35.18916147,126.9108876,062-261-8801
좋은카서비스,3,광주광역시 북구 하서로 441(용두동),35.21422284,126.8754129,062-265-7979
㈜금광공사,1,광주광역시 북구 불태1로 8(대촌동),35.23736261,126.8562787,062-528-7200
㈜대성종합자동차공업사,1,"광주광역시 북구 자산로 91, 4,5,10(신안동)",35.16707727,126.9014922,062-576-4979
㈜대창운수,1,광주광역시 북구 첨단과기로 240(오룡동),35.22776936,126.8516276,062-573-7000
㈜동광주자동차검사장,1,"광주광역시 북구 동문대로 297, 외1필지(문흥동)",35.18841785,126.9334681,062-513-0211
㈜동양오토넷,3,광주광역시 북구 비엔날레로 191(용봉동),35.18320652,126.8981274,062-572-0061
㈜본촌자동차공업사,2,광주광역시 북구 양산택지로37번길 47(양산동),35.21019426,126.8752426,062-571-7968
㈜세원,3,광주광역시 북구 군왕로 65(두암동),35.16706972,126.9322645,062-522-7310
주식회사대왕자동차공업사,1,광주광역시 북구 하서로672번길 18-9(지야동),35.23325656,126.8902337,062-251-2291
㈜신현대자동차공업사,1,광주광역시 북구 우치로 840(용전동),35.23742832,126.8935108,062-269-3799
㈜에이엠특장,1,광주광역시 북구 추암로 225(월출동),35.23606574,126.8670703,062-267-4566
㈜영진1급자동차정비소,1,광주광역시 북구 경양로 88(임동),35.16229595,126.9018604,062-267-5929
㈜웅신1급자동차공업사,1,광주광역시 북구 동문대로249번길 11(문흥동),35.18375798,126.9304939,062-363-5406
㈜제일카넷,3,광주광역시 북구 독립로367번길 12(중흥동),35.16353747,126.9146965,062-525-0625
준오토클리어,3,광주광역시 북구 서하로 286-4(오치동),35.18668355,126.9116108,062-528-8589
중봉자동차정비공업사,3,광주광역시 북구 저불로69번길 11(용봉동),35.18056888,126.8941232,062-528-6914
중앙카공업사,3,광주광역시 북구 경양로 103(신안동),35.16223143,126.9034474,062-522-1736
중앙카서비스센타,3,광주광역시 북구 천지인로 59(오치동),35.18449328,126.9053259,062-522-7736
중흥점기아오토카,3,광주광역시 북구 무등로 285(중흥동),35.16314079,126.9145777,062-265-7066
중흥카서비스,3,광주광역시 북구 신임로31번길 38(신안동),35.1669237,126.8965468,062-574-8002
중흥현대자동차공업사,1,광주광역시 북구 제봉로324번길 32-4(중흥동),35.16307567,126.9107766,
진성메탈,3,광주광역시 북구 버들로19번길 2(유동),35.15818814,126.9092015,062-572-9400
차를좋아하는사람들,3,광주광역시 북구 군왕로 216(각화동),35.17971078,126.9367027,062-574-9420
차박사카센타,3,광주광역시 북구 설죽로315번길 37(매곡동),35.18880754,126.8946496,062-528-0041
차차차 모터스,3,광주광역시 북구 호동로 63(문흥동),35.177261,126.9179325,
천성자동차공업사,2,광주광역시 북구 동문대로266번길 37(각화동),35.18474424,126.9370974,062-529-2002
청명자동차공업사,3,광주광역시 북구 서하로 263(오치동),35.18722717,126.9093235,
청솔카클리닉,3,광주광역시 북구 일곡마을로 5-1(일곡동),35.20609464,126.9004439,062-971-3340
청송카센터,3,광주광역시 북구 중흥로 57-2(신안동),35.16470707,126.9007348,062-515-3322
청정카경정비,3,광주광역시 북구 서하로 98(매곡동),35.1871817,126.8912104,062-265-2900
친구 카센타,3,광주광역시 북구 거진길 152(용두동),35.2228598,126.8731979,062-527-4148
카매니저,3,광주광역시 북구 삼소로 151(대촌동),35.23494883,126.851373,062-574-6101
카베스트공업사,3,광주광역시 북구 무등로 114(신안동),35.1672006,126.8963418,
카스코자동차공업사,2,광주광역시 북구 동문대로266번길 43(각화동),35.18463541,126.9377238,062-572-7196
카프랜드,3,광주광역시 북구 용주로 49(용봉동),35.1826062,126.90327,062-574-5134
타이어팩토리 자동차공업사,3,광주광역시 북구 하서로 231(양산동),35.19607911,126.8761478,062-528-8787
태성카클리닉,3,광주광역시 북구 두리봉길 50(각화동),35.17986499,126.9329943,
태화카센타,3,광주광역시 북구 우치로383번길 6(삼각동),35.19883359,126.9027522,062-266-7743
태흥카크리닉,3,광주광역시 북구 무등로 258(중흥동),35.16334128,126.9114836,062-522-0079
택시오토밋션,3,광주광역시 북구 하서로 570-6(본촌동),35.22433168,126.8828325,062-267-2700
토탈카서비스,3,광주광역시 북구 중문로 82(우산동),35.17982522,126.9208603,
투앤포휠,3,광주광역시 북구 독립로367번길 59(중흥동),35.16392022,126.9122265,062-525-6508
티스테이션대성밧데리,3,광주광역시 북구 동문대로 296(각화동),35.18804403,126.9340721,062-366-5863
티스테이션신양산점,3,광주광역시 북구 연양로 93(양산동),35.20679408,126.8777087,062-266-8285
티스테이션일곡점,3,광주광역시 북구 설죽로 402(삼각동),35.19497724,126.900091,062-266-6288
평화카센터,3,광주광역시 북구 용주로 68(용봉동),35.18308911,126.9051671,062-268-4747
푸른자동차공업사,3,광주광역시 북구 용봉택지로 14(용봉동),35.17854606,126.8878267,062-512-4739
풍림카써비스,3,광주광역시 북구 문화소통로 59(오치동),35.18390003,126.9005147,062-264-3966
풍향점기아오토큐,3,광주광역시 북구 필문대로 105(풍향동),35.16138308,126.930408,062-528-8166
프랜드부분정비공업사,3,광주광역시 북구 서하로 316(오치동),35.18664742,126.9151588,062-941-1676
프로미 북구점,3,광주광역시 북구 서하로 265-1(오치동),35.18740374,126.909666,062-522-5224
프로부분정비공업사,3,광주광역시 북구 송해로 48-2(삼각동),35.20262583,126.9004992,062-525-2088
프로자동차공업사,3,광주광역시 북구 문화소통로 254(우산동),35.1811519,126.9215165,
프로카모터스,3,광주광역시 북구 고운로 52(용봉동),35.18326217,126.9039083,062-523-2277
하나모터스,3,광주광역시 북구 경양로 65-1(임동),35.16324686,126.8995194,
하나정비,3,광주광역시 북구 중가로 96(중흥동),35.15814114,126.9103568,062-528-0805
하나카서비스,3,광주광역시 북구 설죽로 267(용봉동),35.18351862,126.8981901,062-264-8063
하남카세차장,3,광주광역시 북구 무등로137번길 1(신안동),35.16726617,126.8988338,062-515-8255
하이카서비스 임동점,3,광주광역시 북구 자동차로 63(신안동),35.16506304,126.9016518,062-431-8255
하종남카클리닉,3,광주광역시 북구 우치로 49(중흥동),35.17194707,126.9117034,062-515-0678
한결카크리닉,3,광주광역시 북구 동문대로186번길 14(두암동),35.17851796,126.9302109,062-521-3790
한국자동차공업사,3,광주광역시 북구 송월로 54(오치동),35.18853568,126.9136511,062-524-1082
한국지엠북구바로서비스,3,광주광역시 북구 무등로 130(신안동),35.16696592,126.8979675,
한국지엠용봉바로서비스,3,광주광역시 북구 우치로331번길 2(삼각동),35.1944557,126.9037392,062-267-7222
한길카센타,3,광주광역시 북구 동운로 211(운암동),35.17446663,126.8732223,062-263-5052
한비카서비스,3,광주광역시 북구 운용로 97-1(용봉동),35.17690778,126.8966645,062-529-8600
한빛자동차정비,3,광주광역시 북구 참판로 209-1(두암동),35.17657309,126.9343756,
한성1급자동차공업사,1,광주광역시 북구 하서로672번길 18-10(지야동),35.23257804,126.8895512,062-522-1088
한신카센타,3,광주광역시 북구 각화대로 18(각화동),35.1811947,126.9327294,062-464-7805
한일카서비스,3,광주광역시 북구 우치로 275(오치동),35.189452,126.905359,
한진모터스,2,광주광역시 북구 경양로 166(중흥동),35.16015564,126.909823,062-529-3319
한진카모터스,3,광주광역시 북구 경양로 164(중흥동),35.1602483,126.9095753,
해태타이어자동차공업사,3,광주광역시 북구 금남로95번길 9(유동),35.15699062,126.9061524,062-269-0006
핸드카크리닉,3,광주광역시 북구 군왕로 186(두암동),35.1775934,126.9345012,062-574-8572
현대모터스,3,광주광역시 북구 탁영로 21-14(두암동),35.16675066,126.9356034,062-572-8504
현대문짝카센타,3,광주광역시 북구 중흥로 38-1(임동),35.16500185,126.8986005,062-251-8272
현대바로바로카서비스,3,광주광역시 북구 설죽로440번길 11(삼각동),35.19872282,126.9013063,062-523-8205
현대오토랜드,3,광주광역시 북구 우치로 300(오치동),35.19151227,126.9052777,
현대자동차삼각점,3,광주광역시 북구 설죽로 438(삼각동),35.19823996,126.9001987,062-531-7777
현대자동차양산점,3,"광주광역시 북구 하서로 353, 외 274-92번지(양산동)",35.20665768,126.8731254,062-265-8272
현대자동차오치점,3,광주광역시 북구 서하로 304(오치동),35.18669434,126.9137013,062-572-7784
현대자동차㈜용봉점,3,광주광역시 북구 설죽로 223(용봉동),35.17957288,126.8975803,
현대자동차중앙서비스(주),2,광주광역시 북구 군왕로 267(각화동),35.18416555,126.937737,062-251-4949
현자동차서비스,3,광주광역시 북구 양산택지로 114(본촌동),35.215944,126.882581,062-576-8204
호남카센타,3,광주광역시 북구 반룡로 5(용봉동),35.1796273,126.898688,062-521-3418
호남카정비,3,광주광역시 북구 천변우로257번길 36(누문동),35.155819,126.9046916,062-514-6402
호전카센타,3,광주광역시 북구 우치로27번길 56(중흥동),35.17094322,126.9081791,062-511-1891
황소카부분정비공업사,3,광주광역시 북구 하서로 436(용두동),35.213643,126.8755852,062-575-2278
휘경자동차공업사,2,광주광역시 북구 자미로14번길 18(신안동),35.167018,126.9037258,062-515-2700
흥진종합카센타,3,광주광역시 북구 서림로 124(임동),35.160831,126.898615,062-521-6014
힐링카모터스,3,광주광역시 북구 용주로 61(용봉동),35.18313429,126.9043875,
삼삼1급자동차써비스,1,광주광역시 서구 내방로 245(쌍촌동),35.15785284,126.8703746,
명문1급자동차공업사,1,광주광역시 서구 화운로 224(화정동),35.15920568,126.8772748,
(유)승민자동차1급공업사,1,광주광역시 서구 내방로 249(쌍촌동),35.15785284,126.8703746,
우경자동차공업사,3,광주광역시 서구 군분2로 31-3(화정동),35.15560616,126.8808323,
동성카센타,3,광주광역시 서구 화정동 75번지 60호,35.15723876,126.8780222,
설카센타,3,광주광역시 서구 화정로 68(쌍촌동),35.14431912,126.8641636,
동아카센타,3,"광주광역시 서구 군분로 213, 505동(농성동)",35.14994988,126.8832693,
동호부분정비공업사,3,광주광역시 서구 발산로 9(농성동),35.15651375,126.8923114,
장반장하이테크카센터,3,광주광역시 서구 풍암순환로188번길 13(풍암동),35.12784513,126.8829782,
빛고을카센터,3,광주광역시 서구 상무대로 897(쌍촌동),35.15105029,126.8600863,
우리카센타,3,광주광역시 서구 풍암운리로11번길 11(풍암동),35.1236029,126.8648788,
꿀벌자동차공업사,3,광주광역시 서구 화운로 109(화정동),35.15930569,126.8773463,
현대카월드,3,광주광역시 서구 화정동 23번지 49호,35.15791402,126.8789129,
내방점현대자동차,3,광주광역시 서구 상무대로 991-1(내방동),35.15199519,126.8705213,
치평공업사,1,광주광역시 서구 천변좌하로 260(치평동),35.15950942,126.8433838,
준카매니아,3,광주광역시 서구 농성동 392번지 0호,35.1582443,126.8844292,
평화카센터,3,광주광역시 서구 천변좌로 14(광천동),35.16647716,126.884778,
마재카부분정비,3,광주광역시 서구 화개중앙로16번길 4(금호동),35.12316918,126.8599588,
운천자동차정비,3,광주광역시 서구 상무대로 758(마륵동),35.14527065,126.8465481,
명성카센타,3,광주광역시 서구 쌍촌동 1342번지 0호,35.16103069,126.8641512,
드림카센타,3,광주광역시 서구 농성동 661번지 4호,35.15006065,126.8864943,
화정점기아오토큐,3,광주광역시 서구 월드컵4강로 126-4(쌍촌동),35.14751204,126.8721087,
신청사경정비,3,광주광역시 서구 천변좌하로 168(치평동),35.15417114,126.8365669,
진성카써비스,3,광주광역시 서구 화개2로 16(금호동),35.12392103,126.8584343,
전일자동차정비,3,광주광역시 서구 무진대로 962(농성동),35.16073678,126.8855258,
고바우카크리닉,3,광주광역시 서구 군분로 174(농성동),35.1474909,126.8864086,
붕붕카센타,3,광주광역시 서구 금호운천길 45(금호동),35.13918516,126.8569047,
LG금호카,3,광주광역시 서구 운천로 107(쌍촌동),35.14284315,126.8576877,
오토카랜드자동차공업사,3,광주광역시 서구 풍암신흥로62번길 8(풍암동),35.1222559,126.8693041,
대성카브레타,3,광주광역시 서구 상일로14번길 14-16(쌍촌동),35.15604024,126.8644948,
(주)대명크린,1,광주광역시 서구 매월1로 50-4(매월동),35.1111644,126.8553541,
금탑소형자동차공업사,2,광주광역시 서구 칠성로 93(유촌동),35.1664042,126.8676044,
금호정비마을,3,광주광역시 서구 풍금로 75(금호동),35.12411521,126.8599127,
화정카클리닉,3,광주광역시 서구 화운로33번길 7(화정동),35.1430372,126.8833745,
코리아카부분정비공업사,3,광주광역시 서구 매월동 320번지 14호,35.12797196,126.8454861,
매직카,3,광주광역시 서구 군분로 224(농성동),35.1509097,126.8827623,
평원소형자동차공업사,2,광주광역시 서구 화개중앙로 92(금호동),35.12693415,126.8529614,
예스카월드,3,광주광역시 서구 군분로 21-2(화정동),35.14961487,126.8840859,
오뚜기카서비스,3,광주광역시 서구 풍암신흥로 7-11(풍암동),35.12157925,126.8672875,
토탈카크리닉,3,광주광역시 서구 화운로 106(화정동),35.14900029,126.8795948,
청운카센터,3,광주광역시 서구 천변좌하로626번길 2-2(광천동),35.16917069,126.8787367,
대성카센타,3,광주광역시 서구 농성동 155번지 9호,35.15092614,126.8924199,
상무카센타,3,광주광역시 서구 내방로 41(치평동),35.15900624,126.8454434,
365카정비나라,3,광주광역시 서구 풍암신흥로50번길 43(풍암동),35.124337,126.8701348,
믿음차경정비,3,광주광역시 서구 화정로 25-1(쌍촌동),35.14467895,126.8602409,
스피드메이트 광주월드컵점,3,광주광역시 서구 금화로 385-3(화정동),35.13625586,126.8665359,
스피드메이트 DJ점,3,광주광역시 서구 상무대로 699(마륵동),35.14310542,126.8406747,
드림카랜드,3,광주광역시 서구 화정로179번길 14(화정동),35.14655632,126.8769395,
매월카도우미,3,광주광역시 서구 매월동 109번지 8호,35.11992696,126.8583364,
쌍용자동차상무써비스프라자,3,광주광역시 서구 마륵동 170번지 71호,35.14328966,126.8420328,
카프랜드,3,광주광역시 서구 상일로 6(쌍촌동),35.15602842,126.8632328,
단지카센타,3,광주광역시 서구 매월동 663번지 10호,35.1099379,126.8572031,
카젠,3,광주광역시 서구 상무대로695번길 1-14(마륵동),35.14293052,126.8396697,
신상무부분정비공업사,3,광주광역시 서구 운천로 166-1(쌍촌동),35.14746977,126.8570005,
MOTORTOOL,3,광주광역시 서구 화운로199번길 27(내방동),35.15688645,126.8750197,
성실카써비스,3,광주광역시 서구 화개1로1번길 28(금호동),35.12617832,126.8531036,
송원카크리닉,3,광주광역시 서구 금호운천길 45(금호동),35.13918516,126.8569047,
서광주휴게소카센타,3,광주광역시 서구 풍서우로 172(벽진동),35.128834,126.8432467,
피스엘모터스,3,광주광역시 서구 경열로 54(농성동),35.15042673,126.8920206,
세종모터스,3,광주광역시 서구 회재로 757(매월동),35.11497539,126.8503863,
