장소,자동차정비업체종류,도로명주소,위도,경도,전화번호
우리카클리닉,3,광주광역시 서구 회재유통길 51(매월동),35.11393916,126.8513772,
하나카센타,3,광주광역시 서구 매월1로62번길 11(매월동),35.11153741,126.8595502,
마태오카센타,3,광주광역시 서구 농성동 449번지 9호,35.16064881,126.8881174,
웰빙카써비스,3,광주광역시 서구 양동로 47(양동),35.15726763,126.8978878,
정비마을,3,"광주광역시 서구 매월1로 18, 108동 109호(매월동)",35.11423711,126.8552454,
상무형제카,3,광주광역시 서구 내방로 102(치평동),35.15654984,126.8516025,
몬스터팩토리,3,광주광역시 서구 매월동 178번지,35.12204074,126.8569026,
푸른카정비,3,광주광역시 서구 매월동 482번지 4호,35.11321521,126.8501258,
3급대한카클리닉,3,광주광역시 서구 회재유통길 38(매월동),35.11290629,126.8498669,
예스자동차서비스,2,광주광역시 서구 매월1로62번길 14(매월동),35.11039423,126.8597197,
하정오토미션,1,광주광역시 서구 풍서우로 148(매월동),35.12754343,126.8459241,
선진카센타,3,광주광역시 서구 군분로 172(농성동),35.14731135,126.8864878,
대한카클리닉,3,광주광역시 서구 회재유통길 38(매월동),35.11290629,126.8498669,
차카(chaka),3,광주광역시 서구 화운로 117(화정동),35.14968934,126.8784769,
(유한)쓰리피모터스,3,광주광역시 서구 상무대로 957(쌍촌동),35.15180667,126.8667376,
바로바로 카 서비스,3,광주광역시 서구 풍서좌로 115(매월동),35.12252682,126.8558756,
백제카센터,3,광주광역시 서구 매월1로62번길 44(매월동),35.10918591,126.8596707,
카존,2,광주광역시 서구 매월1로62번길 29(매월동),35.11017448,126.8602443,
푸조서비스센터,3,광주광역시 서구 죽봉대로 27(화정동),35.15572422,126.8828831,
기아㈜광주서비스센타,1,광주광역시 서구 죽봉대로 36(농성동),35.1558843,126.8836273,
터미널정비공장,2,광주광역시 서구 화운로220번길 4(화정동),35.1582428,126.8774267,
㈜무등공업사,2,광주광역시 서구 무진대로 967-1(광천동),35.16155331,126.8864916,
아이비코어(주),2,광주광역시 서구 상무대로 1096(농성동),35.15238972,126.8819738,
하진1급자동차공업사,1,광주광역시 서구 상무누리로 133(치평동),35.15502467,126.8381571,
남경자동차공업사,3,광주광역시 서구 화정로21번길 4-32(쌍촌동),35.14490689,126.8614778,
한솔자동차공업사,3,광주광역시 서구 화개1로 5(금호동),35.12482829,126.8542745,
애니카랜드 농성점,3,광주광역시 서구 대남대로 453(농성동),35.15052629,126.8861587,
프로오토자동차공업사,3,광주광역시 서구 월드컵4강로 237(쌍촌동),35.15735204,126.8688669,
해산자동차공업사,3,광주광역시 서구 월드컵4강로 138(쌍촌동),35.14858663,126.8713476,
성문카센타,3,광주광역시 서구 화정로 189(화정동),35.14562935,126.8780716,
복민부분정비공업사,3,광주광역시 서구 칠성로 129(쌍촌동),35.16619313,126.8716096,
보현자동차공업사,3,광주광역시 서구 천변좌하로 428(유촌동),35.16664443,126.8581896,
바겐하우스,3,"광주광역시 서구 천변좌로 6-1, 1층(광천동)",35.16699809,126.8845733,
농성정비공업사,3,"광주광역시 서구 발산로 9, 1층(농성동)",35.15651375,126.8923114,
토탈정비,3,광주광역시 서구 상무민주로 6(쌍촌동),35.15111104,126.8588783,
동화카센타,3,광주광역시 서구 대남대로462번길 7(농성동),35.15177549,126.8867344,
신청사경정비,3,광주광역시 서구 천변좌하로 168(치평동),35.15417114,126.8365669,
성실자동차공업사,3,광주광역시 서구 화운로23번길 12(화정동),35.14244165,126.8833058,
핸들부분정비공업사,3,광주광역시 서구 운천로162번길 3(쌍촌동),35.14723751,126.8572203,
무등자동차공업사,3,광주광역시 서구 운천로 152-1(쌍촌동),35.14618458,126.8574003,
우리카센타,3,광주광역시 서구 풍암운리로11번길 11(풍암동),35.1236029,126.8648788,
주영부분정비공업사,3,광주광역시 서구 상무오월로52번길 16(쌍촌동),35.15424142,126.8658807,
치평현대모터스,3,광주광역시 서구 시청로 2(치평동),35.14887678,126.8523137,
해남카마스타,3,광주광역시 서구 월드컵4강로182번길 8(내방동),35.15223813,126.8704741,
뉴화정자동차공업사,3,광주광역시 서구 화운로 180(화정동),35.15502191,126.8771087,
창덕카전문정비,3,광주광역시 서구 죽봉대로111번길 10(광천동),35.16352611,126.8824363,
서광주카센터,3,광주광역시 서구 화개1로1번길 4-5(금호동),35.12493427,126.8540426,
쌍촌카3급정비공업사,3,광주광역시 서구 상무대로 939(쌍촌동),35.15176147,126.8647957,
킴스카써비스,3,광주광역시 서구 운천로204번길 7-1(치평동),35.15144758,126.8563274,
명성카센터,3,광주광역시 서구 상일로64번길 8(쌍촌동),35.16103069,126.8641512,
친구카센타,3,광주광역시 서구 천변좌로 124(양동),35.16012086,126.8924821,
스타모터스,3,광주광역시 서구 상일로54번길 3-16(쌍촌동),35.16106325,126.8637775,
삼보카센터,3,광주광역시 서구 금호운천길 60(금호동),35.14034562,126.8566581,
119종합카센터,3,광주광역시 서구 시청서편로4번길 4-1(치평동),35.15908429,126.846068,
삼일카인테리어,3,광주광역시 서구 풍암중앙로86번길 40(풍암동),35.12298646,126.8849205,
화정카마스터,3,광주광역시 서구 군분로 177-2(화정동),35.14756597,126.8857491,
쌍촌점기아오토큐,3,광주광역시 서구 천변좌하로 430(유촌동),35.16664732,126.8584969,
햇빛카클리닉,3,광주광역시 서구 월산로 239(농성동),35.1574194,126.8898186,
풍암점현대자동차,3,광주광역시 서구 풍금로38번길 53(풍암동),35.12490126,126.8678121,
르노삼성자동차 지정정비코너 쌍촌좀,3,광주광역시 서구 천변좌하로 476(쌍촌동),35.16753126,126.8633584,
진욱자동차공업사,3,광주광역시 서구 천변좌하로 286(치평동),35.16016466,126.845932,
상무현대카센터,3,광주광역시 서구 상무대로 790(마륵동),35.14656096,126.8495368,
세일카센터,3,광주광역시 서구 월암신기길 161(마륵동),35.14327838,126.8493744,
오토프랜드,3,광주광역시 서구 시청서편로4번길 18(치평동),35.15909806,126.8475166,
대인카클리닉,3,광주광역시 서구 풍암순환로 132(풍암동),35.12261512,126.8847281,
자동차종합병원,3,광주광역시 서구 풍암순환로 125(풍암동),35.12195497,126.8844957,
신진자동차진단센타,3,광주광역시 서구 풍암순환로128번길 55(풍암동),35.12698411,126.8844273,
거라지21,3,광주광역시 서구 내방로 288-1(내방동),35.15785284,126.8703746,
만도자동차,3,광주광역시 서구 천변좌하로 302(치평동),35.16025324,126.8476649,
서울모터스,3,광주광역시 서구 풍암순환로128번길 69(풍암동),35.12798086,126.8849952,
정진종합카,3,광주광역시 서구 동림2지구길 55(동천동),35.17061645,126.873283,
형제자동차정비,3,광주광역시 서구 화운로 191(화정동),35.15601765,126.8765902,
명진카센타,3,광주광역시 서구 화정로179번길 14(화정동),35.14655632,126.8769395,
오토오아시스롯데마트상무점,3,"광주광역시 서구 시청로 40, 101동(치평동)",35.15236613,126.8524184,
광주카써비스,3,광주광역시 서구 월드컵4강로 241(쌍촌동),35.14862697,126.871808,
농성점기아오토큐,3,광주광역시 서구 화정로294번길 6-1(농성동),35.14919212,126.8890961,
유빈카모터스,3,광주광역시 서구 상무오월로52번길 13(쌍촌동),35.15472749,126.8658081,
장안자동차공업사,3,광주광역시 서구 풍암순환로128번길 19(풍암동),35.12373301,126.8847458,
하이카,3,광주광역시 서구 풍암순환로188번길 50(풍암동),35.12918072,126.886087,
스마일카센터,3,광주광역시 서구 화운로 330(광천동),35.1685019,126.8775713,
강남카써비스,3,광주광역시 서구 월산로 272(농성동),35.1600665,126.8885094,
상무점기아오토큐,3,광주광역시 서구 상무민주로5번길 20(쌍촌동),35.1509783,126.8562681,
W-MOTOPS,3,광주광역시 서구 운천로154번길 13(쌍촌동),35.1465463,126.858481,
스마트카서비스,3,광주광역시 서구 월산로151번길 22(농성동),35.15064754,126.8935026,
송지카센타,3,광주광역시 서구 군분로 198(농성동),35.14903469,126.8847084,
태봉오토밋션,3,광주광역시 서구 풍암순환로128번길 25(풍암동),35.12437941,126.8844627,
대진자동차공업사,2,광주광역시 서구 무진대로772번길 6(쌍촌동),35.1610896,126.8646662,
서부카정비세차,3,"광주광역시 서구 화운로 204, 101동(화정동)",35.15709524,126.8771241,
정인자동차정비,3,광주광역시 서구 풍암신흥로50번길 11(풍암동),35.12166823,126.8690965,
따뜻한카센터,3,광주광역시 서구 매월1로57번길 5(매월동),35.11324096,126.8585831,
㈜옥산자동차공업사,1,광주광역시 서구 풍서우로 178(벽진동),35.12908143,126.8427275,
(주)상무정비마을1급자동차공업사,1,"광주광역시 서구 시청서편로 9, 112동(치평동)",35.15968051,126.8452583,
어울림자동차정비,3,"광주광역시 서구 풍암운리로23번길 10-1, 106동(풍암동)",35.12390453,126.8662899,
상무자동차공업사,1,광주광역시 서구 상무누리로 131(치평동),35.15469549,126.8376679,
정밀카센타,3,광주광역시 서구 천변좌로 220-4(양동),35.15534814,126.9009209,
동은카크리닉,3,광주광역시 서구 풍금로38번길 38(풍암동),35.12419315,126.8663079,
금호종합카센타,3,광주광역시 서구 화운로23번길 14(화정동),35.14232206,126.8830441,
대기상사,3,광주광역시 서구 금화로85번길 31(금호동),35.13519801,126.857542,
한국지엠광주서구바로서비스,3,광주광역시 서구 칠성로 43(쌍촌동),35.16663763,126.8622621,
세계오토미션,3,광주광역시 서구 풍암신흥로62번길 9(풍암동),35.12256345,126.8693995,
재성카클리닉,3,광주광역시 서구 화개2로9번길 29-7(금호동),35.12460898,126.8549139,
우리오토밋션,3,광주광역시 서구 개금길 11-1(매월동),35.12153884,126.8562514,
차고치는남자,3,광주광역시 서구 풍암운리로 27(풍암동),35.12325326,126.867012,
금호익스프레스(주),3,광주광역시 서구 무진대로 904(광천동),35.16057298,126.8798753,
제트카경정비,3,광주광역시 서구 매월동 119번지 2호,35.12067384,126.8591597,
현대자동차화정점,3,광주광역시 서구 화정로 80(화정동),35.14470712,126.8661336,
금호점기아오토큐,3,광주광역시 서구 금호운천길 3(금호동),35.13582766,126.8574015,
그린부분자동차공업사,3,광주광역시 서구 송풍로17번길 13(풍암동),35.11936222,126.8663637,
월드카센타,3,광주광역시 서구 쌍촌로 50(쌍촌동),35.14927428,126.8648631,
태화자동차공업사,2,"광주광역시 서구 천변좌하로 506, 104동(쌍촌동)",35.1668855,126.8665946,
티스테이션 상무점,3,광주광역시 서구 운천로 149(쌍촌동),35.14596217,126.8567552,
현대자동차서광주써비스,1,광주광역시 서구 죽봉대로 9(농성동),35.15424896,126.8832106,
오사카서비스,3,광주광역시 서구 상무민주로6번길 22(쌍촌동),35.15149053,126.8608924,
skymotors,3,광주광역시 서구 눌재로 569(벽진동),35.12780608,126.8309839,
미래자동차공업사,2,광주광역시 서구 천변좌하로 506(쌍촌동),35.1668855,126.8665946,
유주종합자동차정비공업사,1,광주광역시 서구 회재유통길 70(매월동),35.11367978,126.853498,
유일카센터,3,광주광역시 서구 화정로 39-20(쌍촌동),35.14660714,126.8765876,
평우카복지매장,3,광주광역시 서구 천변좌하로 552(쌍촌동),35.16684993,126.8714798,
더프리미엄 효성(주),3,광주광역시 서구 상무대로 881(쌍촌동),35.1509075,126.8583214,
상무오토매니아,3,광주광역시 서구 상무민주로 113(쌍촌동),35.16066932,126.8592608,
나산카센터,3,광주광역시 서구 풍암순환로128번길 39(풍암동),35.12541155,126.8839769,
나래자동차정비,3,광주광역시 서구 풍암중앙로86번길 3-12(풍암동),35.12616892,126.8840047,
카프렌드,3,광주광역시 서구 상무대로 1184(농성동),35.15456448,126.8910756,
서광주소형자동차공업사,2,광주광역시 서구 매월1로62번길 10(매월동),35.11147694,126.8588709,
(유)함평교통자가정비,3,광주광역시 서구 천변좌로 56(광천동),35.16284505,126.8866707,
영우카센터,3,광주광역시 서구 마륵로 96(치평동),35.14555214,126.8420338,
전남카모터스,3,광주광역시 서구 화개중앙로 28(금호동),35.12362516,126.858603,
진솔모터스,3,광주광역시 서구 천변우하로 367(동천동),35.16882012,126.8604644,
스피드메이트금남점,3,광주광역시 서구 회재로 807(매월동),35.11719183,126.8550505,
기아밧데리,3,광주광역시 서구 풍서우로 246(벽진동),35.12987664,126.835398,
벽진1급자동차공업사,1,광주광역시 서구 상무대로 624(벽진동),35.13968311,126.8334589,
㈜한솔자동차공업사,1,광주광역시 서구 풍서우로 172(벽진동),35.128834,126.8432467,
금호판매서비스,3,광주광역시 서구 죽봉대로 98(광천동),35.16204626,126.8841716,
삼삼토우캠버,3,광주광역시 서구 월드컵4강로226번길 20-1(내방동),35.15616958,126.8715942,
버들자동차서비스,3,광주광역시 서구 칠성로 23(유촌동),35.16658189,126.8601663,
금호카서비스,3,광주광역시 서구 금화로 42(금호동),35.13167886,126.8533229,
(주)에스케이정비센터,1,광주광역시 서구 풍서우로 170(매월동),35.12800094,126.843796,
현대서비스,3,광주광역시 서구 풍서좌로 123(매월동),35.12293344,126.8550251,
홍카센타,3,광주광역시 서구 화개중앙로16번길 12(금호동),35.12365968,126.8603579,
금호점현대자동차,3,광주광역시 서구 금화로 48(금호동),35.13174937,126.8539147,
천일카센타,3,광주광역시 서구 금부로 81-1(금호동),35.1397896,126.8579168,
풍암동부점 현대자동차,3,광주광역시 서구 풍암순환로128번길 81(풍암동),35.12893607,126.8859477,
T. station 광주서구점,3,광주광역시 서구 상무대로 902(쌍촌동),35.15055964,126.8606309,
기아검사정비서비스(주),1,광주광역시 서구 무진대로772번길 6(쌍촌동),35.1610896,126.8646662,
(주)제레스,3,"광주광역시 서구 상무대로 1019, 118동(내방동)",35.15199458,126.8733639,
백일카프라자,3,광주광역시 서구 화정로 68(쌍촌동),35.14431912,126.8641636,
동부카클리닉,3,광주광역시 서구 풍암신흥로49번길 1(풍암동),35.12086713,126.8682518,
스피드메이트이마트광주점,3,광주광역시 서구 죽봉대로 61(화정동),35.15881732,126.8820506,
서광카써비스,3,광주광역시 서구 운천로31번길 7-1(금호동),35.1353566,126.8581103,
상협모터스,3,광주광역시 서구 상무오월로 40(쌍촌동),35.15539243,126.8636587,
오토오아시스롯데마트월드컵점,3,"광주광역시 서구 금화로 240, 101동(풍암동)",35.13364695,126.8748343,
기람카센타,3,광주광역시 서구 상무화원로32번길 25(치평동),35.1460489,126.8459225,
매일1급자동차써비스,1,광주광역시 서구 매월동 499번지 1호,35.11384898,126.8494697,
성화카센타,3,광주광역시 서구 월암신기길 163(마륵동),35.14349448,126.8493495,
상무현대소형자동차공업사,2,광주광역시 서구 시청서편로 9(치평동),35.15968051,126.8452583,
오토오아시스터미널점,3,"광주광역시 서구 무진대로 917, 202동(광천동)",35.16229951,126.8524328,
성실카서비스,3,광주광역시 서구 화개1로1번길 28(금호동),35.12617832,126.8531036,
중앙카써비스,3,광주광역시 서구 화정로 185(화정동),35.14556149,126.8775567,
빛카센타,3,광주광역시 서구 매월동 663번지 10호,35.1099379,126.8572031,
애니카랜드상무점,3,광주광역시 서구 칠성로 51(쌍촌동),35.16657386,126.8631521,
㈜삼삼1급자동차서비스,1,광주광역시 서구 상무누리로 137(치평동),35.15533675,126.8378015,
한우리카센타,3,광주광역시 서구 풍암신흥로 6(풍암동),35.11909882,126.8644694,
강남공업사,2,광주광역시 서구 벽진학두길 8-14(벽진동),35.12914721,126.8373503,
M라인자동차공업사,3,광주광역시 서구 상무대로1206번길 3(농성동),35.15533809,126.8938638,
광주광산서비스(주),3,"광주광역시 서구 화운로 211, 102동(내방동)",35.15811788,126.8756174,
(주)제이원모터스,2,광주광역시 서구 상무대로 940(쌍촌동),35.15114789,126.8647273,
삼보카센타,3,광주광역시 서구 금호운천길 60(금호동),35.14034562,126.8566581,
㈜노블모터스,3,광주광역시 서구 상무대로 945(쌍촌동),35.15178798,126.8655633,
스피드메이드 풍암점,3,광주광역시 서구 화개중앙로3번길 1(금호동),35.12205789,126.8606435,
재산자동차공업사,3,광주광역시 서구 매월1로49번길 16(매월동),35.11402868,126.8589561,
금성종합카센타,3,광주광역시 서구 대남대로472번길 4(농성동),35.15213836,126.8860051,
1급Y풍암자동차공업사,1,광주광역시 서구 회재유통길 61(매월동),35.11370557,126.8524116,
필승카센타,3,광주광역시 서구 매월1로62번길 25(매월동),35.11058221,126.8605398,
카프리,3,광주광역시 서구 회재유통길 82(매월동),35.11291337,126.8515671,
이레카모터스,3,광주광역시 서구 칠성로 163(광천동),35.16605624,126.8753107,
프로미손해사정(주),3,광주광역시 서구 상무누리로 137(치평동),35.15533675,126.8378015,
신상무카센타,3,광주광역시 서구 화정로 8(쌍촌동),35.14420912,126.8582063,
윌링모터스,3,광주광역시 서구 월산로 199-2(농성동),35.15475026,126.8926645,
이세호오토마스터,3,광주광역시 서구 경열로 5-2(농성동),35.15320448,126.8882405,
티스테이션터미널점,3,광주광역시 서구 죽봉대로 103(광천동),35.16265034,126.8832605,
연일카센타,3,광주광역시 서구 죽봉대로 146-3(화정동),35.16635627,126.8843735,
공구카글리닉,3,광주광역시 서구 매월1로 11(매월동),35.11302193,126.8563812,
M motors,3,광주광역시 서구 풍암신흥로50번길 2-2(풍암동),35.12091802,126.8688765,
명성오토테크,3,광주광역시 서구 풍서우로 166(매월동),35.12823966,126.8442535,
유한회사 씨앤디모터스,3,광주광역시 서구 상무대로 1036(화정동),35.1515081,126.8753351,
코오롱글로벌㈜mini광주서비스센터,3,광주광역시 서구 죽봉대로 72(농성동),35.1597618,126.8837939,
에이스카클리닉,3,광주광역시 서구 화운로 183(화정동),35.15525987,126.8765237,
이한모터스서비스㈜,3,광주광역시 서구 상무대로 1226(양동),35.15591959,126.8953596,
빛고을오토자동차공업사,2,"광주광역시 서구 매월1로62번길 16(매월동, 101호 ~ 106호)",35.11087484,126.8590658,
상천카서비스,3,광주광역시 서구 송풍로17번길 2(풍암동),35.11862112,126.8671248,
프로카센터,3,광주광역시 서구 화운로 132(화정동),35.1509183,126.8778345,
하정오토미션,3,광주광역시 서구 풍서우로 148(매월동),35.12754343,126.8459241,
필영카센타,3,광주광역시 서구 회재유통길 38(매월동),35.11290629,126.8498669,
튜닝팩토리,3,광주광역시 서구 풍서좌로 103(매월동),35.12204074,126.8569026,
현대카서비스,3,광주광역시 서구 쌍촌로51번길 2(쌍촌동),35.14967687,126.8645392,
르노삼성자동차서비스코너서구점,3,광주광역시 서구 화개중앙로 134(금호동),35.13003001,126.8505371,
(주)한길1급자동차공업사,1,광주광역시 서구 회재유통길 51(매월동),35.11393916,126.8513772,
신성자동차(주),1,광주광역시 서구 상무대로 1041(화정동),35.15220042,126.8757866,
보쉬카상무점,3,광주광역시 서구 천변좌하로 188(치평동),35.15581189,126.8375313,
쌍촌점현대자동차써비스,3,광주광역시 서구 천변좌하로484번길 2(쌍촌동),35.16756406,126.8639726,
월드컵카센타,3,광주광역시 서구 화운로23번길 7-17(화정동),35.14183787,126.8843017,
VIP 1급자동차정비마을,1,광주광역시 서구 풍서좌로 241(매월동),35.12708397,126.8431068,
(주)전일상사,3,광주광역시 서구 천변좌로 26(광천동),35.16547188,126.8852418,
Q 모터스(MOTORS),3,광주광역시 서구 화운로 33-7(화정동),35.15930569,126.8773463,
(주)화순교통,3,광주광역시 서구 유덕로 144(덕흥동),35.16741325,126.839474,
풍암카클리닉,3,광주광역시 서구 풍암순환로128번길 59(풍암동),35.127256,126.8845881,
대호4WD상사,3,광주광역시 서구 내방로 9(치평동),35.15908972,126.841908,
Car Auto service,1,광주광역시 서구 회재유통길 49(매월동),35.11359263,126.8509542,
승남카클리닉,3,광주광역시 서구 회재유통길 38(매월동),35.11290629,126.8498669,
유럽모터스,3,광주광역시 서구 상무자유로 26(치평동),35.15117321,126.8369497,
(유한)대원시내버스,3,광주광역시 서구 유덕로51번길 6(유촌동),35.16539435,126.8489536,
지에스엠비즈(주) 오토오아시스 영진점,3,"광주광역시 서구 금화로 지하 240, B동 1층(풍암동)",35.13364695,126.8748343,
(주)동일이앤시,3,광주광역시 서구 무진대로 527(유촌동),35.16245722,126.8377552,
(주)한독모터스 광주상무영업소,3,광주광역시 서구 상무대로 855(쌍촌동),35.15003902,126.8551179,
컨벤션자동차 정비센터,3,광주광역시 서구 마륵로 50(마륵동),35.1440845,126.8374894,
오토오아시스 매월점,3,광주광역시 서구 풍서좌로 145(매월동),35.12396058,126.8530689,
(주)엘브이 위본 모터스,3,광주광역시 서구 운천로 190(쌍촌동),35.14284315,126.8576877,
베스트 자동차공업사,3,광주광역시 서구 유덕로27번길 18(유촌동),35.16403848,126.8504546,
동양커먼레일,4,광주광역시 서구 풍서좌로 119(매월동),35.12269476,126.8555221,
동양커먼레일,3,광주광역시 서구 풍서좌로 119(매월동),35.12269476,126.8555221,
대성종합 자동차 정비공업사,1,광주광역시 서구 회재유통길 41-4(매월동),35.11359354,126.850101,
에이스 카 서비스,3,광주광역시 서구 화정로 309(농성동),35.15032264,126.8895088,
알 모터스,3,광주광역시 서구 풍암2로 2(풍암동),35.12718724,126.8790813,
(주)동광 인더스트리,3,광주광역시 서구 무진대로 510(덕흥동),35.16117487,126.836566,
SK 스피트메이트 금호점,3,광주광역시 서구 서광주로 23(매월동),35.12933341,126.8473757,
스피드메이트 광주내방점,3,광주광역시 서구 내방로 288(내방동),35.1574635,126.8721251,
주식회사 동광고속,3,광주광역시 서구 유덕로 53(유촌동),35.16549875,126.848557,
(주)대건,3,광주광역시 서구 상무대로 937(쌍촌동),35.15165966,126.8645117,
파워카종합정비,1,광주광역시 서구 회재유통길 40(매월동),35.11282944,126.8503177,
썬카리페어,3,광주광역시 서구 칠성로35번길 6-5(유촌동),35.16692031,126.8606885,
부광카클리닉,3,광주광역시 서구 풍암신흥로62번길 8(풍암동),35.1222559,126.8693041,
드루와모터스,3,광주광역시 서구 회재유통길 70-1(매월동),35.11342877,126.8536441,
프로카클리닉,3,광주광역시 서구 군분로 172(농성동),35.14731135,126.8864878,
(주)엠플러스공업사,2,"광주광역시 서구 회재유통길 78, 공업사호(매월동)",35.11342763,126.8544778,
하나카클리닉,3,광주광역시 서구 매월1로62번길 11(매월동),35.11153741,126.8595502,
현대서부서비스(주),1,광주광역시 서구 풍서좌로 247(세하동),35.12669162,126.8426077,
평화카센타,3,"광주광역시 서구 칠성로 167, 1층(광천동)",35.16601687,126.8759259,
건영카인드림센터,2,"광주광역시 서구 회재유통길 78, B125호(매월동)",35.11342763,126.8544778,
179모터스,3,"광주광역시 서구 풍서좌로 99, 1층(매월동)",35.1218179,126.8571691,
(주)도이치아우토,3,광주광역시 서구 상무대로 957(쌍촌동),35.15180667,126.8667376,
우리카크리닉,3,광주광역시 서구 회재유통길 46(매월동),35.11234144,126.8521026,
팝모터스,3,광주광역시 서구 벽진학두길 1(벽진동),35.12912863,126.8363522,
벽진자동차정비,3,광주광역시 서구 풍서우로 346(벽진동),35.13660133,126.8312535,
김프로모터스,3,광주광역시 서구 유덕로 167(덕흥동),35.16811961,126.8369942,
마이카써비스 쌍촌점,3,광주광역시 서구 월드컵4강로 212(쌍촌동),35.15517782,126.8696323,
주식회사 광주성능정비,2,광주광역시 서구 매월1로 50-3(매월동),35.11243873,126.85641,
스피드메이트 호매실점,3,광주광역시 서구 매월1로63번길 5(매월동),35.11290281,126.8590485,
카 마스터 서비스,3,광주광역시 서구 월드컵4강로 126-4(화정동),35.14751204,126.8721087,
더 프리미엄 효성(주),3,광주광역시 서구 운천로 148(쌍촌동),35.14580553,126.8573504,
DS MOTORS,3,광주광역시 서구 상무대로 758(마륵동),35.14527065,126.8465481,
탑모터스,3,광주광역시 서구 대남대로 443(농성동),35.14970306,126.8868174,
H모터스,3,광주광역시 서구 칠성로 37(유촌동),35.16668583,126.8616358,
뉴하나카센터,3,광주광역시 서구 매월1로62번길 11(매월동),35.11153741,126.8595502,
에스케이엔정비마을,1,광주광역시 서구 풍서좌로 225-1(매월동),35.1264546,126.8451674,
(주)광주모터스,2,광주광역시 서구 회재로 756(매월동),35.1143931,126.8507675,
카튠샵,3,광주광역시 서구 유덕로6번길 30-61(유촌동),35.16797911,126.8515737,
카존(주),2,광주광역시 서구 매월1로62번길 29(매월동),35.11017448,126.8602443,
레젼드모터스,3,광주광역시 서구 풍암신흥로50번길 3-12(풍암동),35.12155025,126.8690104,
동덕카서비스,3,광주광역시 서구 풍암운리로11번길 12-7(풍암동),35.12385915,126.8652922,
만세모터스,3,광주광역시 서구 매월1로62번길 44(매월동),35.10918591,126.8596707,
인식카닥터,3,광주광역시 서구 매월1로 50-3(매월동),35.11243873,126.85641,
주철카모터스,3,광주광역시 서구 풍암신흥로50번길 43(풍암동),35.124337,126.8701348,
타이어핏,3,광주광역시 서구 무진대로 768(쌍촌동),35.16152762,126.864276,
현대카정비,3,광주광역시 서구 매월1로62번길 31(매월동),35.10996832,126.8604386,
엠비모터스,3,광주광역시 서구 화운로 204(화정동),35.15709524,126.8771241,
광주광역시 서구시설관리공단,1,광주광역시 서구 매월1로 50-4(매월동),35.1111644,126.8553541,
(유)스마트1급자동차공업사,1,광주광역시 서구 풍서좌로 233(매월동),35.12695924,126.8442057,
부일자동차공업사,1,광주광역시 남구 회재로 1256(주월동),35.1341024,126.898141,062-652-5512
빛고을자동차서비스(유),1,광주광역시 남구 송암로24번가길 18(송하동),35.11013834,126.8798996,062-674-4800
한울1급자동차공업사,1,광주광역시 남구 송암로24번나길 51(송하동),35.1124908,126.8780252,
(주)일신자동차정비공장,1,광주광역시 남구 송암로24번길 15(송하동),35.10929539,126.8806819,062-674-0321
주)대한자동차공업사,1,광주광역시 남구 송암로76번길 14(송하동),35.11207222,126.877688,062-676-3232
형제자동차정비㈜,1,광주광역시 남구 송암로24번나길 50-14(송하동),35.1127384,126.8804688,
중앙공업사,1,광주광역시 남구 송암로 72(송하동),35.1115657,126.8766265,062-674-1212
(주)선일자동차공업사,1,광주광역시 남구 송암로24번나길 9(송하동),35.10973191,126.8809383,062-674-0001
대양공업사,1,광주광역시 남구 송암로 52(송하동),35.10990805,126.8781383,
(주)광주자동차공업사,1,광주광역시 남구 송암로24번가길 14(송하동),35.10959025,126.8798811,062-676-8400
(주)서일자동차공업사,1,"광주광역시 남구 송암로24번나길 32-6, 가동(송하동)",35.11189862,126.8807684,062-674-0821
