장소,자동차정비업체종류,도로명주소,위도,경도,전화번호
대운모터스,3,광주광역시 광산구 손재로110번길 25-1,35.1763474,126.7980719,
차사랑정비,3,광주광역시 광산구 송도로 92,35.1253049,126.7874342,
동원카센타,3,광주광역시 광산구 비아중앙로31번길 18,35.2213812,126.823924,
신세계모터스,3,광주광역시 광산구 상무대로 92,35.1287153,126.7859573,
성원자동차공업사,3,광주광역시 광산구 어등대로 591,35.1507503,126.787397,
J&C모터스,3,광주광역시 광산구 도산로9번길 51,35.1272576,126.789808,
세진카센타,3,광주광역시 광산구 소촌로 71,35.1505521,126.7928214,
기찬카서비스,3,광주광역시 광산구 첨단월봉로 90,35.2063736,126.8483122,
㈜대창석유,3,광주광역시 광산구 소촌로 9-6,35.1476355,126.790494,
나래오토카센타,3,광주광역시 광산구 첨단내촌로 17,35.208496,126.8364981,
EL MOTORS,3,광주광역시 광산구 임곡로 812,35.2173771,126.8163152,
송정카클리닉,3,광주광역시 광산구 송도로 172,35.1297387,126.7936663,
카이로스,3,광주광역시 광산구 풍영로230번길 20,35.191914,126.8154439,
로케트 고속공조,3,광주광역시 광산구 사암로 827-18,35.2167396,126.8221128,
현대카클리닉첨단점,3,,35.2163561,126.844986,
만도카센타,3,광주광역시 광산구 용아로 360,35.1752215,126.8045215,
금하카서비스,3,광주광역시 광산구 사암로 61,35.1497473,126.8071221,
믿음카센타,3,광주광역시 광산구 장덕로40번길 14,35.1944087,126.8133873,
르노코리아자동차 서비스코너 광주송정점,3,광주광역시 광산구 광산로 122,35.1434085,126.8032531,
월드 카센타,3,광주광역시 광산구 상무대로 341,35.1440641,126.803013,
흑석부분자동차공업사,3,광주광역시 광산구 북문대로 629-11,35.2073404,126.8325609,
신창진흥점현대자동차,3,광주광역시 광산구 북문대로 482,35.1984856,126.8444264,
대성 카,3,광주광역시 광산구 월곡중앙로 56,35.1712053,126.8113314,
금호자동차,3,광주광역시 광산구 어등대로647번길 17,35.1455745,126.7917207,
효근이가 차 고치는집,3,광주광역시 광산구 풍영로101번안길 15-3,35.1813862,126.8099536,
카톡(car talk),3,광주광역시 광산구 남동길48번길 37,35.1302935,126.7905421,
비아 매일카,3,광주광역시 광산구 비아로 40,35.2199413,126.8204519,
차세대 카 서비스,3,광주광역시 광산구 목련로219번길 129,35.177425,126.8233609,
진카센타,3,광주광역시 광산구 하남대로261번길 20,35.1808342,126.822642,
다모아 카센터,3,광주광역시 광산구 고내상길79번길 2,35.1385199,126.8047621,
신창 현 자동차서비스,3,광주광역시 광산구 신창로106번길 8-3,35.1944261,126.8384227,
남호카센타,3,광주광역시 광산구 우산로 107,35.1564748,126.8120396,
동아카센타,3,광주광역시 광산구 임방울대로 580-1,35.2094149,126.8261723,
승진카클리닉,3,광주광역시 광산구 목련로397번안길 15,35.1833971,126.8322557,
운암계기카센타,3,광주광역시 광산구 북문대로 396-7,35.1928809,126.8503035,
㈜비엠아이부분정비공업사,3,광주광역시 광산구 사암로 720,35.2070406,126.8156086,
명품카센타,3,광주광역시 광산구 우산로 67,35.1571918,126.8079573,
오토오아시스 수완셀프점,3,광주광역시 광산구 장신로 152,35.1903467,126.8266662,
애니카랜드우산점,3,광주광역시 광산구 우산로 72,35.1567602,126.8080624,
현대카서비스,3,광주광역시 광산구 목련로273번안길 83,35.1764656,126.8211022,
하남오토랜드,3,광주광역시 광산구 사암로 451,35.1846348,126.8094012,
선우오토미션,3,광주광역시 광산구 송도로85번길 36,35.1270987,126.7865408,
태양자동차공업사,3,광주광역시 광산구 산정공원로59번길 37,35.1728207,126.8042054,
㈜하나로정비서비스,3,광주광역시 광산구 임방울대로 261,35.1850411,126.8186837,
스마트자동차서비스,3,광주광역시 광산구 신창로106번길 23-5,35.1946856,126.8391657,
오토오아시스 롯데마트수완점,3,광주광역시 광산구 장신로 98,35.1891404,126.8203263,
현대카클리닉신창점,3,광주광역시 광산구 신창로48번길 36,35.1895193,126.8390195,
스피드메이트이마트광산점,3,광주광역시 광산구 사암로 172,35.1600644,126.8085849,
금정카클리닉,3,광주광역시 광산구 북문대로 369,35.190693,126.8524644,
서광카,3,광주광역시 광산구 평동산단외로 257,35.1407025,126.7671029,
뉴흑석카,3,광주광역시 광산구 손재로 183-1,35.1819609,126.7942345,
아시아나에어포트(주) 광주영업소,3,광주광역시 광산구 상무대로 420-25,35.1386736,126.8103012,
(유)라정시내버스,3,광주광역시 광산구 평동산단외로 185,35.1404975,126.7593808,
서경자동차공업사,3,광주광역시 광산구 도천남길 41-33,35.2071781,126.8195383,
안청카클리닉,3,광주광역시 광산구 본안길 14-2,35.217076,126.804018,
스피드메이트광주공항점,3,광주광역시 광산구 상무대로 435-2,35.1444567,126.813597,
클린카서비스,3,광주광역시 광산구 상완길 314-27,35.2096879,126.826443,
현카클리닉,3,광주광역시 광산구 풍영철길로 113,35.1695622,126.8184356,
투유카넷,3,광주광역시 광산구 사암로 108,35.1539886,126.8076199,
르노코리아자동차서비스코너첨단점,3,광주광역시 광산구 북문대로 567,35.20360524,126.8376875,
(주)제일에너지,3,광주광역시 광산구 목련로 365-9,35.1812276,126.831617,
유성자동차공업사,3,광주광역시 광산구 송촌길 14-10,35.1379619,126.7750556,
스피드메이트수완장덕점,3,광주광역시 광산구 풍영로 204,35.1897863,126.8144756,
BDM,3,광주광역시 광산구 상무대로 487,35.1436636,126.8191502,
오토상사 VIP ZONE,3,광주광역시 광산구 목련로 353,35.1804842,126.8311775,
유)현대교통,3,광주광역시 광산구 동곡로 411-7,35.119069,126.7795182,
오토오아시스홈플러스광주하남점,3,광주광역시 광산구 용아로 390,35.1779701,126.8053815,
삼아교통(유),3,광주광역시 광산구 동곡로 411-5,35.1188298,126.7799277,
차 고치는 집,3,광주광역시 광산구 왕버들로 23,35.2025915,126.8132243,
신명카센타,3,광주광역시 광산구 신가삼효로 2-3,35.185695,126.8331341,
유)알디디모터스,3,광주광역시 광산구 용아로 109,35.1533501,126.7986407,
MB motors,3,광주광역시 광산구 비아로 72-9,35.2196264,126.8168098,
금호타이어무진대로점,3,광주광역시 광산구 무진대로 80,35.1599294,126.7895108,
성수오토밋션,3,광주광역시 광산구 고봉로258번길 57,35.1868545,126.7860374,
임형배카센터,3,광주광역시 광산구 송도로 105-4,35.1267549,126.7882136,
평동카클리닉,3,광주광역시 광산구 송도로 283,35.1386963,126.7998107,
광명카공업사,3,광주광역시 광산구 사암로27번길 7,35.1463488,126.8070949,
오토오아시스 선암점,3,광주광역시 광산구 어등대로459번길 17,35.1517958,126.7730594,
우진I&E크리닝센터,3,광주광역시 광산구 고봉로 234,35.1858638,126.7852177,
yes카서비스,3,광주광역시 광산구 목련로273번안길 69,35.1764359,126.8217504,
진성카,3,광주광역시 광산구 도천남길 77,35.2091343,126.8195649,
파워모터스,3,광주광역시 광산구 신가매결길 89-9,35.188632,126.8404925,
베스트카클리닉,3,광주광역시 광산구 신창로36번길 27,35.1888289,126.8384584,
SHARK MOTOR OIL,3,광주광역시 광산구 첨단내촌로11번길 7-1,35.2082927,126.8359738,
오토오아시스 빛고을점,3,광주광역시 광산구 하남대로 338,35.1784323,126.8305701,
불만제로카,3,광주광역시 광산구 임방울대로826번길 19-10,35.216469,126.849268,
바이엠,3,,35.1839408,126.8039218,
드림카,3,광주광역시 광산구 북문대로 833,35.2245899,126.8257561,
탑오토,3,광주광역시 광산구 수완로 176,35.1999472,126.8286256,
와이카,3,광주광역시 광산구 임방울대로825번길 21-13,35.2190677,126.8476606,
용용이자동차 도산점,3,광주광역시 광산구 상무대로 105-4,35.130179,126.7862976,
광주모터스,3,광주광역시 광산구 하남대로 9,35.1807918,126.7945043,
(주)정우모터스,3,광주광역시 광산구 사암로 799,35.2142596,126.8182825,
(주)한일특장,3,광주광역시 광산구 도천남길 82,35.2087387,126.820592,
SH모터스,3,광주광역시 광산구 용보로49번안길 37,35.1384053,126.8031946,
덱스크루 광주 광산점,3,광주광역시 광산구 수완로106번길 63,35.1927607,126.8320888,
엠케이(MK)모터스 카센터,3,광주광역시 광산구 신가삼효로 2,35.1857556,126.8328697,
광주정비,3,광주광역시 광산구 하남산단1번로 108,35.1845968,126.8064593,
(주)애니카랜드수완점,3,광주광역시 광산구 왕버들로 189,35.2002145,126.8311036,
현대모터라인,3,광주광역시 광산구 임곡로 773,35.2189903,126.8144465,
코리아카센타,3,광주광역시 광산구 송정로30번길 22,35.1354687,126.7933842,
UNIQUE,3,광주광역시 광산구 첨단과기로 93-21,35.2247219,126.8375737,
오토월드,3,광주광역시 광산구 동곡로 843,35.1559767,126.7800648,
JUN-GARAGE,3,광주광역시 광산구 비아로 18-1,35.2203967,126.8227849,
올탑,3,광주광역시 광산구 북문대로 873-1,35.2284248,126.8252504,
비아IC 카,3,광주광역시 광산구 임방울대로 594,35.2102652,126.8264896,
신가 카클리닉,3,광주광역시 광산구 목련로 315,35.1776589,126.8288906,
(주)지티모터스,3,광주광역시 광산구 우산로 79,35.1569505,126.8090803,
홍춘이가 차 고치는 집,3,광주광역시 광산구 고봉로125번안길 23,35.182409,126.7939754,
정비대장,3,광주광역시 광산구 목련로 371,35.1816464,126.8320502,
진왕모터스,3,광주광역시 광산구 소촌로152번길 53-22,35.1581709,126.798482,
진영모터스앤오토케어,3,광주광역시 광산구 장신로148번길 9-4,35.1899873,126.8267812,
카인자동차,3,광주광역시 광산구 첨단봉산길 6,35.2061991,126.8460853,
성원밧데리,3,광주광역시 광산구 어등대로595번길 3,35.1509476,126.7872953,
(주)플럭스,3,광주광역시 광산구 임곡로 711-25,35.2187102,126.8061249,
로얄카센타,3,광주광역시 광산구 소촌로 62,35.1499107,126.7935881,
JS퍼포먼스,3,광주광역시 광산구 연산로 303,35.1226528,126.7613848,
하나모터스,3,광주광역시 광산구 북문대로 875,35.2285597,126.8252265,
웅신커먼레일,3,광주광역시 광산구 북문대로420번길 147,35.1922654,126.8557364,
대지오일,3,광주광역시 광산구 임곡로 637,35.2174079,126.8002128,
한국상용차(주),3,,35.111188,126.7774309,
캠핑플라자,3,광주광역시 광산구 진곡산단4번로 31-22,35.2068965,126.7846959,
카니아 모터스,3,,35.1847932,126.8044363,
남정오토,3,,35.1826527,126.8040065,
영신대형카,3,광주광역시 광산구 비아동원촌길 82,35.2211444,126.8292438,
T-station,3,광주광역시 광산구 북문대로 402,35.1930419,126.8501694,
세중밧데리,3,광주광역시 광산구 송도로 82,35.1249385,126.7868472,
(주)스마일카관리,3,,35.208099,126.8317813,
J Man's Motors,3,,35.2002275,126.790209,
라이온모터스,3,광주광역시 광산구 상무대로 335,35.1439849,126.8022899,
THE SG MOTORS,3,광주광역시 광산구 사암로 764-18,35.2107184,126.8183997,
신지모터스,3,,35.1544758,126.8076677,
광도카센타,3,광주광역시 광산구 왕버들로 25,35.2026483,126.813498,
탑모터스,3,광주광역시 광산구 목련로 229,35.1726947,126.8226277,
봉선 모터스,3,광주광역시 광산구 상무대로 443,35.1443474,126.8143997,
정카클리닉,3,광주광역시 광산구 풍영철길로 159,35.1721338,126.8224162,
OK마트자동차,3,광주광역시 광산구 진곡산단중앙로 250-2,35.2103273,126.7807788,
동현카센타,3,광주광역시 광산구 상무대로133번길 10,35.1321022,126.7875309,
행복카센타,3,,35.1815637,126.8318867,
장수보링공업사,4,광주광역시 광산구 고봉로 224-33,35.183683,126.7888623,
대성보링공업사,4,광주광역시 광산구 사암로 668-1,35.2033131,126.8123573,
한국상용차(주),4,,35.111188,126.7774309,
새한엔진보링,4,광주광역시 광산구 사암로 764-32,35.2104817,126.8190841,
도운카월드,3,광주광역시 광산구 용아로 432,35.1817989,126.8051718,
부성종합자동차공업사,1,광주광역시 광산구 용아로 440,35.1824027,126.8051629,
대명1급자동차정비마을,1,,35.1848898,126.8032711,
(주)한국자동차정비,1,광주광역시 광산구 하남마항로 25,35.1826522,126.7994063,
(주)프로월드자동차종합정비,1,광주광역시 광산구 동곡로 675-3,35.1414475,126.7756838,
(주)백룡,1,광주광역시 광산구 소촌로123번길 14-10,35.1560411,126.7918842,
신성자동차(주)소촌지점,1,광주광역시 광산구 어등대로603번길 20,35.1498179,126.7906044,
거성자동차공업사,1,광주광역시 광산구 사암로 827-21,35.2169253,126.8217477,
신창 현대 자동차서비스,1,광주광역시 광산구 신창로106번길 8-3,35.1944261,126.8384227,
아스공항㈜광주영업소,1,,35.1421278,126.807749,
신창 현대자동차서비스,1,광주광역시 광산구 신창로106번길 8-3,35.1943446,126.8383909,
지에스엠비즈㈜ 오토오아시스 운남대교점,1,광주광역시 광산구 임방울대로 14,35.1623662,126.8190556,
한성자동차공업사,1,광주광역시 광산구 상완길 314-46,35.2104789,126.8271454,
고려모터스,1,광주광역시 광산구 사암로 860-15,35.2162641,126.8260517,
(주)삼보일급자동차서비스,1,광주광역시 광산구 도천남길 213,35.2138986,126.820089,
주)글로벌오토텍,1,광주광역시 광산구 평동산단2번로 213,35.1351511,126.7734189,
혜성공업사,1,광주광역시 광산구 임방울대로 600-1,35.210573,126.8275505,
(주)부림모터스,1,광주광역시 광산구 사암로 799,35.2142596,126.8182825,
송정대광자동차공업사,2,광주광역시 광산구 상무대로 247-1,35.1413654,126.7935606,
(유)태왕자동차서비스,2,광주광역시 광산구 왕버들로 199,35.2001103,126.8324448,
부자카센터,2,광주광역시 광산구 신가번영로8번길 62,35.1796454,126.822747,
청마자동차공업사,2,광주광역시 광산구 하남마항로29번길 11(하남동),35.1828889,126.7987331,
대성카센타,3,광주광역시 광산구 월곡중앙로 56,35.1712053,126.8113314,
믿음자동차공업사,3,광주광역시 광산구 고봉로 112,35.1842028,126.7957934,
본량자동차공업사,3,광주광역시 광산구 용진로 376,35.1802845,126.7290137,
남호자동차공업사,3,광주광역시 광산구 우산로 67,35.1572462,126.8079894,
영자동차공업사,3,광주광역시 광산구 상무대로 282,35.1427412,126.7968543,
정진자동차공업사,3,광주광역시 광산구 상무대로133번길 2,35.1320502,126.7877401,
우진자동차공업사,3,광주광역시 광산구 어등대로 643,35.1463754,126.7897774,
대인자동차공업사,3,광주광역시 광산구 동곡로 422,35.1201345,126.7805994,
코리아자동차공업사,3,광주광역시 광산구 산정공원로93번길 12,35.1760832,126.805991,
영진자동차공업사,3,광주광역시 광산구 송도로 121,35.1271063,126.7900077,
고진수카마스타부분정비공업사,3,,35.2097911,126.8390166,
매일자동차공업사,3,광주광역시 광산구 상무대로 409,35.1445631,126.8106655,
광주자동차공업사,3,광주광역시 광산구 송도로 254,35.1362032,126.798366,
정우자동차공업사,3,,35.1582366,126.8115421,
월곡자동차공업사,3,광주광역시 광산구 월곡로 41,35.1688934,126.8136483,
신한자동차공업사,3,광주광역시 광산구 상무대로 324,35.1434243,126.8012008,
신성부분정비,3,광주광역시 광산구 비아로45번길 8-6,35.2200284,126.8201431,
중앙자동차공업사,3,,35.1656504,126.6697818,
대흥카센타,3,광주광역시 광산구 월곡중앙로47번길 29,35.1705411,126.8097823,
석정카써비스,3,광주광역시 광산구 송도로 151,35.1284781,126.7919842,
산정3급부분정비공업사,3,광주광역시 광산구 목련로273번안길 19,35.178015,126.8237805,
형제공업사,3,광주광역시 광산구 우산로96번길 23,35.1553455,126.8108598,
기아카크리닉첨단점,3,광주광역시 광산구 첨단중앙로124번길 17,35.2166633,126.8431803,
그린부분정비공업사,3,광주광역시 광산구 사암로92번길 46,35.1523871,126.8097504,
금호토탈자동차공업사,3,광주광역시 광산구 용아로 352,35.1743817,126.8043692,
명문카센타,3,광주광역시 광산구 신가번영로24번길 6,35.1815442,126.8252118,
백우카부분정비공업사,3,광주광역시 광산구 산정공원로93번길 16,35.1760904,126.8058042,
형제부분정비공업사,3,광주광역시 광산구 산정공원로59번길 40,35.1730629,126.8040921,
공항자동차공업사,3,광주광역시 광산구 상무대로 357,35.1442898,126.8048753,
ET자동차공업사,3,광주광역시 광산구 상무대로133번길 10,35.1321022,126.7875309,
일신자동차공업사,3,,35.1692458,126.8100537,
하남부분자동차공업사,3,,35.1813526,126.803795,
황제카센타,3,광주광역시 광산구 사암로 94,35.152717,126.8075507,
남도카센타,3,광주광역시 광산구 소촌로 62,35.1499107,126.7935881,
화승모터스,3,광주광역시 광산구 목련로219번길 129,35.177425,126.8233609,
태영자동차공업사,3,광주광역시 광산구 첨단중앙로67번길 8-12,35.2120144,126.8424555,
전일자동차공업사,3,광주광역시 광산구 하남산단천변우로 28,35.2086608,126.8135424,
남정오토밋션,3,광주광역시 광산구 사암로 149,35.1577349,126.8072689,
벧엘오토부분정비공업사,3,광주광역시 광산구 첨단내촌로 19,35.2086692,126.8367043,
정자면크리닉,3,광주광역시 광산구 목련로397번안길 15,35.1833971,126.8322557,
SMCAUTO(신명오토),3,광주광역시 광산구 신가삼효로 2,35.1857556,126.8328697,
대성카마스터,3,광주광역시 광산구 송도로 173,35.1303763,126.7934264,
조은카센타,3,광주광역시 광산구 신도산길 15-6,35.1319669,126.7893214,
남동자동차공업사,3,광주광역시 광산구 남동길48번길 37,35.1302844,126.7905312,
뽀빠이카타운,3,광주광역시 광산구 사암로 369-1,35.1772264,126.8076649,
로얄카크리닉,3,광주광역시 광산구 사암로 849,35.2166291,126.8227954,
호반오토카클리닉,3,광주광역시 광산구 비아중앙로 45,35.2229948,126.8248674,
소촌점 현대자동차,3,광주광역시 광산구 소촌로 85,35.151768,126.7927266,
하남카센타,3,광주광역시 광산구 사암로 327,35.173506,126.808806,
SK네트웍스㈜,3,광주광역시 광산구 사암로 172,35.1600644,126.8085849,
BM카서비스,3,광주광역시 광산구 신가번영로24번길 46,35.1797449,126.8246339,
대성카부분정비,3,광주광역시 광산구 사암로95번길 11,35.1527622,126.8066192,
송정카클리닉,3,광주광역시 광산구 송도로 172,35.1297837,126.7936546,
하남디젤커먼레일,3,광주광역시 광산구 동곡로 675-11,35.1414054,126.7750808,
서부자동차공업사,3,,35.1532245,126.8069067,
삼력카크리닉,3,,35.1839983,126.7969821,
우리카서비스정비,3,광주광역시 광산구 목련로 229,35.1727387,126.8225173,
아성종합카센타,3,광주광역시 광산구 임곡로 637,35.2174079,126.8002128,
카랜드부분정비공업사,3,광주광역시 광산구 임방울대로 838,35.2172881,126.8501022,
유성카맨샵,3,광주광역시 광산구 송촌길 14-10,35.1378899,126.7750677,
현대카센타,3,광주광역시 광산구 비아안길 75-9,35.2215611,126.8201758,
스피드메이트한백점,3,광주광역시 광산구 첨단과기로 53,35.2222008,126.8322383,
아주카센타,3,광주광역시 광산구 사암로 299,35.171128,126.8089724,
에이스카서비스,3,광주광역시 광산구 장신로266번길 7,35.1901802,126.8393176,
해피자동차공업사,3,광주광역시 광산구 우산로 72,35.1568143,126.8080616,
영승카,3,광주광역시 광산구 상무대로 286,35.143042,126.7971816,
선명공업사,3,광주광역시 광산구 고봉로 137,35.183713,126.7936816,
백산카공업사,3,광주광역시 광산구 송도로 268,35.1372385,126.7991408,
광송카서비스,3,광주광역시 광산구 광산로67번길 51,35.1425674,126.7965487,
매일카서비스,3,광주광역시 광산구 용아로 657,35.2020254,126.8042387,
서강카클리닉,3,광주광역시 광산구 신가로 8,35.1796467,126.8275227,
우산카부분정비,3,광주광역시 광산구 우산로 107,35.1564838,126.8120395,
신가카클리닉,3,광주광역시 광산구 목련로 315,35.1776589,126.8288906,
효창카센타,3,광주광역시 광산구 사암로 788,35.2128296,126.8186108,
황룡카센타,3,광주광역시 광산구 상무대로 276,35.142574,126.796352,
이범카센타,3,광주광역시 광산구 북문대로 575,35.2039509,126.8372108,
고가카센타,3,,35.1493425,126.7917418,
호남자동차공업사,3,광주광역시 광산구 송도로 167,35.1295315,126.7927696,
신촌카크리닉,3,광주광역시 광산구 사암로 116,35.1545753,126.8076991,
카리젠카서비스,3,광주광역시 광산구 임곡로 810,35.2189295,126.8183686,
모양카클리닉,3,광주광역시 광산구 사암로 94,35.152717,126.8075507,
동양카인테리어,3,광주광역시 광산구 사암로 361,35.1765989,126.8080144,
금정남강부분정비공업사,3,광주광역시 광산구 북문대로 363-16,35.1896892,126.8521162,
진솔모터스,3,광주광역시 광산구 목련로 371,35.1816735,126.8320498,
샤인카랜드,3,광주광역시 광산구 목련로 63,35.1725923,126.8048125,
뉴송정자동차서비스,3,광주광역시 광산구 동곡로 356,35.1140942,126.7804919,
신창해븐카클리닉,3,광주광역시 광산구 장신로 326,35.1928154,126.8453083,
금호자동차,3,광주광역시 광산구 어등대로647번길 17,35.1455742,126.7916878,
월드카센타,3,광주광역시 광산구 상무대로 341,35.1440836,126.8031554,
경도카클리닉,3,광주광역시 광산구 평동산단로 209,35.1254569,126.7676508,
로얄자동차공업사,3,광주광역시 광산구 소촌로 138,35.1566958,126.7924562,
T'station수완점,3,광주광역시 광산구 수완로74번길 1,35.1918764,126.8291917,
만민카서비스,3,광주광역시 광산구 임방울대로826번길 80,35.213854,126.8482176,
SK네트웍스,3,광주광역시 광산구 첨단과기로 51,35.2219266,126.8318358,
해남카클리닉,3,광주광역시 광산구 하남대로 338,35.1784323,126.8305701,
상신카센타,3,광주광역시 광산구 동곡로 586,35.1336395,126.7763602,
금성카센타,3,광주광역시 광산구 평동산단외로 257,35.1407025,126.7671029,
승윤모터스,3,광주광역시 광산구 우산로 58,35.1573974,126.8068677,
BDM,3,광주광역시 광산구 상무대로 487,35.1436352,126.819008,
남정오토,3,광주광역시 광산구 장덕로40번길 18,35.1942286,126.8134118,
고속타이어자동차공업사,3,광주광역시 광산구 산정공원로71번길 31,35.1737967,126.8044655,
최연카마스타,3,광주광역시 광산구 신창로106번길 8-12,35.194188,126.8380417,
선진부분정비,3,광주광역시 광산구 사암로 724,35.2072618,126.8161106,
삼성카랜드,3,광주광역시 광산구 목련로 246,35.1728533,126.8241074,
광도,3,광주광역시 광산구 손재로 173,35.1808124,126.7947675,
극동타이어 부분자동차공업사,3,광주광역시 광산구 사암로 764-9,35.2109762,126.8180336,
옥동카센타,3,광주광역시 광산구 평동로 737,35.1264926,126.7552157,
유성카맨샵,3,광주광역시 광산구 송촌길 14-10,35.1379619,126.7750556,
현 자동차 써비스,3,광주광역시 광산구 신창로106번길 8-3,35.1944261,126.8384227,
명품카서비스,3,광주광역시 광산구 남동길48번길 37,35.1302935,126.7905421,
코리아 카,3,광주광역시 광산구 송정로30번길 22,35.1354597,126.7933844,
77카 오토샵,3,광주광역시 광산구 우산로 73,35.1571516,126.8084518,
동현카센타,3,광주광역시 광산구 평동로 737,35.1264926,126.7552157,
yes 카 서비스,3,광주광역시 광산구 산정공원로82번길 9-1,35.1749352,126.8074898,
푸른자동차공업사,3,광주광역시 광산구 송도로 186,35.1309189,126.7945047,
비아점 현대자동차,3,광주광역시 광산구 비아동원촌길 83,35.221593,126.8290286,
파이널모터스,3,광주광역시 광산구 우산로 72,35.1568143,126.8080616,
중흥카서비스,3,광주광역시 광산구 비아안길 37-10,35.2212904,126.8183014,
ET자동차공업사,3,광주광역시 광산구 상무대로133번길 10,35.1321022,126.7875309,
서울자동차공업사,3,광주광역시 광산구 사암로 75-1,35.1510978,126.8069707,
대건카부분정비,3,광주광역시 광산구 금봉로 61,35.151911,126.8053345,
에이스 카 써비스,3,광주광역시 광산구 수완로11번길 15,35.1861208,126.8277591,
동현카센타,3,광주광역시 광산구 임방울대로 611-8,35.2127052,126.8271354,
오토오아시스 수완셀프점,3,광주광역시 광산구 장신로 152,35.1903467,126.8266662,
GS넥스테이션㈜오토오아시스 운남대교점,3,,35.1624653,126.8190432,
비아 IC 카클리닉,3,광주광역시 광산구 사암로 896,35.2193156,126.826557,
SNP모터스,3,광주광역시 광산구 용아로399번길 79,35.1769608,126.8017515,
프로 카 모터스,3,광주광역시 광산구 용아로379번길 38,35.1769729,126.8020697,
형제카센타,3,광주광역시 광산구 사암로118번길 55,35.1548912,126.8104932,
호남카프로,3,광주광역시 광산구 목련로 371,35.1816464,126.8320502,
문서기정비샵,3,광주광역시 광산구 송도로 151,35.1284781,126.7919842,
중앙카서비스,3,광주광역시 광산구 장덕로39번길 14,35.1957315,126.8140818,
불만제로카클리닉,3,광주광역시 광산구 목련로273번길 5-1,35.174516,126.8263997,
홍춘이가차고치는집,3,광주광역시 광산구 우산로 79,35.1569505,126.8090803,
진호모터스,3,광주광역시 광산구 하남산단1번로 108,35.1845968,126.8064593,
진모터스,3,광주광역시 광산구 우산로 73,35.1571516,126.8084518,
운수모터스,3,광주광역시 광산구 동곡로 843,35.1559767,126.7800648,
탑모터스,3,광주광역시 광산구 사암로 672,35.2036812,126.8122091,
로얄카센타,3,광주광역시 광산구 소촌로 138,35.1566958,126.7924562,
SNP모터스,3,광주광역시 광산구 풍영철길로 159,35.1721338,126.8224162,
하남기아밧데리,3,광주광역시 광산구 왕버들로 25,35.2026483,126.813498,
가람모터스,3,광주광역시 광산구 왕버들로 181,35.2003951,126.8302005,
월드전장,3,광주광역시 광산구 동곡로 843,35.1559767,126.7800648,
이한모터서비스(주),3,광주광역시 광산구 어등대로 605,35.1494873,126.7890948,
운남카센타,3,광주광역시 광산구 임방울대로 14,35.1624197,126.818989,
신성자동차(주),3,광주광역시 광산구 임방울대로 520,35.205149,126.8212808,
지니카클리닉,3,광주광역시 광산구 광산로67번길 47,35.142416,126.7967823,
화승모터스,3,광주광역시 광산구 목련로219번길 129,35.177425,126.8233609,
대동카센타,3,광주광역시 광산구 북문대로420번길 147,35.1922476,126.8557696,
동현카센타,3,광주광역시 광산구 남동길48번길 37,35.1302935,126.7905421,
태경카서비스,3,광주광역시 광산구 손재로 173,35.1808124,126.7947675,
대성보링공업사,4,광주광역시 광산구 임방울대로 600-1,35.210573,126.8275505,
르노 삼성자동차 지정정비코너 신촌점,4,광주광역시 광산구 사암로 122,35.1551961,126.8075803,
대인보링공업사,4,광주광역시 광산구 사암로 764-48,35.2110472,126.8197678,